tenure_months,monthly_charges,total_charges,contract,internet_service,online_security,tech_support,is_senior,has_partner,has_dependents,paperless_billing,payment_method,churn
56,91.28,5190.42,month-to-month,fiber,no,no,0,1,1,yes,credit_card,1
8,83.77,741.87,one_year,fiber,yes,yes,0,0,1,yes,mailed_check,0
51,89.53,4649.72,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,0
6,70.79,494.08,month-to-month,dsl,no,yes,0,0,0,no,electronic_check,0
35,85.54,3087.74,one_year,dsl,no,no,0,1,0,no,mailed_check,0
47,34.77,1660.35,month-to-month,none,no,yes,1,1,0,yes,mailed_check,0
52,87.26,4612.87,month-to-month,fiber,no,yes,0,1,1,yes,electronic_check,1
30,73.54,2277.39,one_year,fiber,yes,yes,0,0,0,yes,electronic_check,0
66,82.54,5526.95,one_year,fiber,yes,no,0,0,0,no,mailed_check,0
55,77.6,4374.1,month-to-month,none,no,no,0,0,0,no,electronic_check,1
14,50.26,756.23,month-to-month,fiber,no,yes,0,0,0,no,credit_card,1
48,40.04,1949.04,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,1
52,55.76,2959.94,month-to-month,dsl,yes,no,0,0,0,no,electronic_check,0
24,81.3,2041.37,month-to-month,none,yes,no,0,0,0,yes,electronic_check,0
53,83.8,4523.1,one_year,fiber,yes,yes,0,0,0,yes,bank_transfer,0
64,42.64,2761.25,one_year,fiber,yes,no,0,1,1,yes,electronic_check,0
58,50.38,2990.13,two_year,dsl,no,no,0,1,0,yes,electronic_check,0
54,55.54,3042.82,month-to-month,fiber,yes,yes,0,1,1,yes,electronic_check,0
45,62.85,2899.41,month-to-month,fiber,no,no,1,1,0,yes,electronic_check,1
19,42.76,856.91,month-to-month,fiber,no,no,0,0,1,yes,electronic_check,1
57,41.56,2415.47,month-to-month,fiber,yes,yes,1,0,0,no,electronic_check,0
26,53.56,1464.4,month-to-month,fiber,no,yes,0,0,0,no,bank_transfer,0
38,71.73,2805.53,two_year,fiber,no,yes,0,0,1,yes,electronic_check,0
22,46.39,1061.79,month-to-month,none,yes,yes,0,1,0,yes,electronic_check,1
22,67.68,1571.61,month-to-month,dsl,no,no,0,0,0,yes,credit_card,0
11,91.17,1082.53,month-to-month,fiber,no,no,0,1,1,no,bank_transfer,0
69,43.96,3078.64,two_year,dsl,yes,no,0,1,0,yes,credit_card,0
10,65.87,707.53,month-to-month,dsl,no,no,0,0,1,yes,electronic_check,1
6,90.5,614.8,one_year,none,yes,yes,0,1,0,yes,electronic_check,1
67,61.63,4191.47,one_year,dsl,yes,yes,0,1,1,yes,electronic_check,0
39,58.53,2345.51,month-to-month,none,no,no,0,1,1,yes,credit_card,1
31,93.27,2952.88,month-to-month,dsl,yes,yes,0,0,0,no,credit_card,0
53,63.88,3455.87,month-to-month,fiber,yes,yes,0,0,0,no,mailed_check,0
27,92.09,2563.43,month-to-month,dsl,yes,no,0,1,0,yes,electronic_check,0
9,78.58,805.91,month-to-month,fiber,yes,no,0,1,0,yes,mailed_check,1
52,63.14,3341.98,month-to-month,none,no,yes,0,0,0,yes,credit_card,1
12,79.59,1016.78,one_year,fiber,no,no,0,1,0,yes,mailed_check,1
39,76.41,3057.56,one_year,fiber,yes,yes,0,0,0,yes,bank_transfer,0
68,90.42,6222.41,month-to-month,fiber,no,no,0,1,1,yes,bank_transfer,1
67,59.03,4029.02,month-to-month,fiber,yes,no,0,0,1,yes,electronic_check,0
25,70.82,1841.33,month-to-month,dsl,yes,no,0,1,0,yes,bank_transfer,1
56,68.77,3917.8,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,0
44,84.08,3793.55,one_year,fiber,no,no,0,1,1,yes,credit_card,1
34,49.5,1722.55,month-to-month,fiber,no,yes,0,1,0,yes,electronic_check,0
10,90.34,970.45,one_year,dsl,yes,no,0,0,1,yes,mailed_check,0
27,79.33,2227.72,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,0
46,43.66,2042.42,one_year,none,no,yes,0,1,0,yes,electronic_check,0
71,94.17,6759.52,month-to-month,fiber,no,no,0,1,0,yes,bank_transfer,0
0,114.68,133.87,month-to-month,fiber,no,yes,0,1,0,yes,bank_transfer,1
51,90.04,4691.54,one_year,none,no,no,0,0,0,no,credit_card,0
60,98.54,5986.23,month-to-month,dsl,yes,no,0,0,0,no,mailed_check,0
68,71.71,4939.11,month-to-month,fiber,yes,no,0,0,0,no,electronic_check,0
30,36.77,1133.22,two_year,fiber,yes,no,0,1,0,no,electronic_check,0
8,33.12,309.85,month-to-month,fiber,yes,no,0,0,0,no,electronic_check,0
19,75.1,1515.61,month-to-month,none,yes,no,0,0,0,no,electronic_check,0
61,58.16,3601.02,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,1
63,51.71,3315.4,month-to-month,dsl,no,yes,0,1,0,no,electronic_check,0
45,68.75,3143.85,month-to-month,fiber,no,no,0,1,1,yes,credit_card,1
8,82.31,729.72,one_year,dsl,no,yes,0,1,0,no,electronic_check,0
8,40.94,369.32,month-to-month,none,yes,yes,0,1,0,yes,bank_transfer,0
34,61.02,2141.22,month-to-month,dsl,no,yes,0,0,1,yes,mailed_check,0
42,100.2,4306.65,month-to-month,fiber,no,yes,0,1,1,yes,mailed_check,1
2,48.49,147.88,month-to-month,fiber,no,no,0,1,0,no,mailed_check,1
49,87.4,4371.37,one_year,dsl,no,yes,0,0,1,yes,credit_card,1
39,60.31,2410.43,month-to-month,dsl,yes,no,0,0,1,no,bank_transfer,0
0,80.92,76.13,month-to-month,fiber,no,yes,1,0,1,yes,electronic_check,0
6,91.95,635.81,month-to-month,dsl,no,yes,1,0,0,yes,electronic_check,1
32,84.83,2803.33,one_year,none,no,no,0,0,0,no,credit_card,0
52,88.18,4680.79,month-to-month,none,no,no,0,0,1,yes,mailed_check,0
59,46.97,2820.06,month-to-month,dsl,no,yes,0,1,0,yes,bank_transfer,0
31,92.27,2930.89,two_year,none,no,no,0,0,1,no,electronic_check,0
21,52.95,1154.32,month-to-month,dsl,no,no,0,1,0,yes,bank_transfer,0
69,75.19,5269.3,month-to-month,dsl,no,no,0,1,1,yes,mailed_check,0
33,75.16,2577.56,one_year,dsl,yes,yes,0,0,1,yes,mailed_check,0
22,79.7,1835.53,two_year,fiber,yes,no,0,1,0,yes,credit_card,0
31,76.74,2449.36,month-to-month,fiber,no,yes,1,1,0,no,mailed_check,0
0,53.12,55.5,two_year,dsl,no,yes,0,1,1,yes,electronic_check,0
21,43.0,936.22,month-to-month,fiber,no,yes,1,1,1,yes,mailed_check,1
37,87.45,3345.99,two_year,fiber,yes,yes,0,1,1,no,electronic_check,0
66,73.72,4941.99,month-to-month,fiber,no,no,0,1,1,yes,electronic_check,0
53,92.99,5009.01,month-to-month,fiber,no,no,0,1,0,yes,mailed_check,0
56,69.11,3936.96,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,1
39,41.9,1671.58,one_year,fiber,no,no,1,1,0,yes,mailed_check,1
7,89.32,737.99,two_year,dsl,yes,no,0,1,0,yes,mailed_check,0
28,62.59,1812.58,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,1
71,76.84,5534.87,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,0
3,57.05,234.75,month-to-month,fiber,yes,no,1,0,0,no,bank_transfer,0
63,102.89,6569.72,month-to-month,fiber,yes,yes,0,0,0,yes,credit_card,0
49,52.47,2625.53,one_year,fiber,no,yes,0,0,0,yes,electronic_check,0
20,63.25,1331.72,month-to-month,dsl,yes,no,0,0,0,yes,electronic_check,0
56,72.15,4090.12,two_year,fiber,no,no,0,1,0,no,credit_card,1
60,48.16,2940.19,two_year,none,no,yes,1,1,0,yes,credit_card,0
3,76.61,305.74,month-to-month,none,no,yes,0,0,0,no,credit_card,0
7,102.24,820.58,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,1
47,60.19,2889.55,two_year,dsl,yes,no,0,1,1,yes,credit_card,0
71,77.9,5612.84,two_year,dsl,yes,no,0,0,0,no,credit_card,0
1,15.01,34.03,one_year,fiber,yes,no,0,0,1,yes,electronic_check,0
47,69.22,3306.23,month-to-month,fiber,yes,no,0,1,1,yes,bank_transfer,1
9,63.74,633.04,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
46,53.63,2527.76,one_year,dsl,yes,no,0,0,0,no,mailed_check,0
44,91.63,4132.16,month-to-month,dsl,yes,yes,0,1,1,yes,mailed_check,0
6,63.48,450.19,one_year,fiber,no,yes,0,0,0,yes,electronic_check,0
49,66.45,3359.1,one_year,fiber,yes,yes,0,1,1,yes,credit_card,0
64,62.46,4067.57,month-to-month,fiber,yes,no,0,0,0,no,credit_card,0
62,31.66,2001.74,month-to-month,dsl,no,no,0,0,0,no,credit_card,0
2,47.36,139.17,month-to-month,fiber,yes,yes,0,0,1,yes,electronic_check,1
17,89.22,1588.24,two_year,fiber,yes,no,0,1,0,yes,bank_transfer,0
17,27.8,498.65,month-to-month,fiber,no,no,1,0,0,yes,credit_card,0
32,54.67,1811.89,month-to-month,fiber,no,yes,0,1,0,no,electronic_check,0
10,62.01,687.16,two_year,fiber,no,yes,0,1,1,yes,bank_transfer,0
61,104.87,6510.4,one_year,fiber,no,no,0,1,0,yes,electronic_check,1
55,85.37,4777.06,month-to-month,fiber,yes,yes,0,1,0,no,bank_transfer,0
58,58.86,3468.34,one_year,fiber,no,no,1,1,0,no,bank_transfer,0
14,96.09,1437.89,month-to-month,fiber,no,no,0,0,0,no,credit_card,1
1,55.19,118.38,two_year,dsl,yes,no,0,0,0,yes,mailed_check,0
65,90.18,5967.04,two_year,none,yes,no,0,1,0,yes,bank_transfer,0
20,42.82,890.6,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
47,91.47,4404.51,month-to-month,dsl,yes,no,0,1,0,yes,bank_transfer,0
65,61.88,4076.03,month-to-month,fiber,yes,yes,0,0,0,no,credit_card,0
2,49.43,152.93,one_year,dsl,yes,yes,0,0,0,yes,bank_transfer,0
0,65.66,63.14,one_year,none,no,yes,0,1,0,yes,credit_card,0
0,75.55,99.21,month-to-month,fiber,yes,no,0,1,0,no,bank_transfer,0
11,60.11,716.29,two_year,dsl,no,no,0,0,0,yes,mailed_check,0
3,81.08,327.22,month-to-month,dsl,yes,no,1,0,0,yes,credit_card,1
59,58.34,3507.48,one_year,dsl,no,yes,0,1,1,no,electronic_check,0
43,82.41,3611.64,one_year,dsl,yes,no,0,0,0,yes,bank_transfer,0
70,78.84,5596.49,month-to-month,dsl,yes,no,0,1,1,no,bank_transfer,0
57,68.78,3985.57,month-to-month,dsl,no,no,0,1,0,no,credit_card,0
69,61.17,4275.61,one_year,dsl,no,no,0,0,1,no,mailed_check,0
17,73.03,1308.12,one_year,fiber,yes,no,0,0,0,yes,mailed_check,1
20,81.01,1719.23,month-to-month,dsl,no,no,0,1,0,yes,electronic_check,0
61,111.24,6883.56,one_year,dsl,no,yes,0,0,0,yes,credit_card,0
17,88.79,1608.28,month-to-month,dsl,yes,no,0,0,1,no,electronic_check,1
4,89.52,453.23,month-to-month,dsl,no,yes,1,0,1,yes,mailed_check,0
48,131.77,6419.91,one_year,dsl,no,yes,0,1,1,yes,electronic_check,0
57,80.32,4666.9,month-to-month,dsl,no,no,0,0,0,no,mailed_check,0
69,79.69,5555.77,one_year,fiber,no,yes,0,1,0,yes,electronic_check,0
66,84.08,5643.92,month-to-month,none,no,yes,0,0,1,yes,mailed_check,0
8,49.82,443.33,month-to-month,dsl,no,no,1,0,0,yes,bank_transfer,1
55,61.12,3422.82,month-to-month,dsl,no,no,0,0,0,yes,mailed_check,0
60,59.88,3637.18,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,0
50,82.95,4232.48,month-to-month,fiber,no,yes,0,1,0,yes,bank_transfer,0
59,66.52,4003.53,one_year,dsl,yes,no,0,1,0,yes,mailed_check,0
60,72.76,4426.62,month-to-month,fiber,yes,no,1,1,1,yes,electronic_check,0
32,91.75,3016.61,two_year,fiber,yes,no,0,0,1,yes,electronic_check,0
2,87.26,269.71,month-to-month,none,no,no,1,0,0,yes,credit_card,0
32,66.77,2209.81,month-to-month,none,no,no,0,0,1,yes,credit_card,1
14,56.6,821.45,two_year,fiber,no,yes,0,1,1,no,credit_card,1
8,92.71,871.76,month-to-month,fiber,yes,no,0,1,0,yes,credit_card,1
8,85.48,778.36,month-to-month,fiber,no,yes,0,1,1,no,mailed_check,0
50,37.87,1936.65,one_year,none,no,yes,1,0,1,no,mailed_check,0
36,63.74,2356.55,two_year,fiber,no,no,0,1,1,no,credit_card,0
38,73.31,2831.89,month-to-month,dsl,no,no,0,1,0,yes,electronic_check,0
53,85.58,4632.87,month-to-month,dsl,yes,yes,0,1,0,no,bank_transfer,0
39,88.2,3518.03,two_year,fiber,no,yes,0,0,0,yes,mailed_check,1
45,75.68,3489.51,month-to-month,fiber,no,no,0,0,0,yes,electronic_check,1
6,81.7,568.32,one_year,fiber,no,yes,0,1,0,yes,electronic_check,0
61,71.28,4422.75,month-to-month,dsl,yes,no,0,0,0,no,electronic_check,0
32,56.52,1856.4,month-to-month,fiber,yes,yes,0,1,0,no,electronic_check,1
11,64.77,788.44,one_year,dsl,yes,yes,0,0,0,yes,mailed_check,0
58,70.38,4135.69,two_year,fiber,no,yes,0,1,1,yes,electronic_check,0
52,69.31,3704.56,month-to-month,fiber,yes,no,0,0,0,yes,electronic_check,0
3,32.29,143.61,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,0
13,62.05,888.96,one_year,fiber,yes,yes,0,0,0,yes,mailed_check,1
1,71.12,160.38,month-to-month,dsl,yes,no,1,1,1,yes,bank_transfer,0
19,64.37,1286.31,two_year,dsl,yes,yes,0,0,0,no,mailed_check,0
7,65.06,535.66,month-to-month,fiber,yes,no,0,1,0,yes,mailed_check,1
51,79.76,4145.99,month-to-month,dsl,yes,yes,1,0,0,yes,bank_transfer,1
37,48.42,1824.92,two_year,fiber,no,no,0,0,0,yes,bank_transfer,0
70,37.44,2669.5,two_year,fiber,no,yes,0,0,1,no,credit_card,0
53,63.04,3418.39,month-to-month,dsl,yes,no,0,0,0,no,mailed_check,0
44,85.28,3837.07,one_year,none,yes,no,1,1,0,no,mailed_check,0
36,103.75,3813.33,month-to-month,fiber,no,no,0,0,0,yes,credit_card,1
3,85.64,332.52,month-to-month,fiber,yes,no,0,1,1,yes,bank_transfer,1
5,40.63,228.98,month-to-month,fiber,no,yes,0,1,0,yes,mailed_check,1
44,65.35,2953.1,two_year,fiber,no,yes,0,1,0,yes,bank_transfer,1
0,75.13,51.04,month-to-month,none,no,yes,0,0,0,yes,electronic_check,1
3,73.55,298.42,month-to-month,dsl,yes,no,0,0,0,yes,bank_transfer,1
15,80.79,1279.01,one_year,dsl,no,yes,0,0,0,yes,bank_transfer,0
63,51.66,3291.5,month-to-month,fiber,no,no,0,0,0,yes,bank_transfer,0
33,71.3,2427.6,month-to-month,dsl,yes,no,0,1,1,yes,electronic_check,0
51,78.41,4072.09,month-to-month,fiber,no,yes,0,0,0,yes,mailed_check,0
29,86.51,2609.8,one_year,fiber,yes,yes,1,0,0,yes,bank_transfer,0
12,53.89,686.91,one_year,fiber,yes,no,0,1,0,yes,electronic_check,0
26,63.1,1694.14,one_year,none,no,yes,0,0,1,no,credit_card,0
6,15.92,103.84,month-to-month,dsl,yes,yes,0,0,0,yes,electronic_check,0
55,57.57,3198.77,month-to-month,dsl,yes,yes,0,1,0,yes,bank_transfer,0
13,59.51,854.54,one_year,fiber,yes,no,0,0,1,yes,electronic_check,0
27,49.61,1409.75,month-to-month,fiber,no,no,1,1,0,yes,bank_transfer,0
70,73.31,5206.37,month-to-month,none,no,yes,0,0,1,no,credit_card,0
42,68.88,2950.49,month-to-month,dsl,no,yes,0,1,0,yes,mailed_check,0
33,24.82,842.4,month-to-month,none,no,no,0,1,1,no,mailed_check,0
39,74.31,2985.38,month-to-month,fiber,yes,yes,0,0,0,yes,credit_card,1
56,51.43,2926.22,two_year,none,no,no,0,1,0,no,mailed_check,0
18,79.71,1518.28,month-to-month,dsl,yes,no,0,0,1,no,mailed_check,0
45,44.36,2040.45,month-to-month,fiber,no,no,0,1,0,yes,electronic_check,0
62,70.6,4439.77,month-to-month,fiber,no,no,0,1,0,yes,mailed_check,0
41,64.34,2695.51,month-to-month,fiber,no,no,0,0,0,yes,bank_transfer,1
32,76.06,2514.44,month-to-month,dsl,no,no,0,1,0,no,mailed_check,1
10,72.49,783.23,two_year,fiber,no,no,0,0,0,yes,electronic_check,1
17,64.9,1174.06,month-to-month,fiber,no,yes,0,1,0,yes,electronic_check,0
68,39.27,2705.93,one_year,fiber,yes,no,0,1,0,yes,electronic_check,0
38,40.46,1578.97,month-to-month,fiber,no,no,0,0,1,yes,credit_card,1
21,58.32,1299.18,month-to-month,dsl,no,no,0,1,0,no,credit_card,0
30,69.83,2162.38,two_year,none,no,no,0,1,0,no,mailed_check,1
41,57.84,2439.92,one_year,fiber,no,yes,0,1,0,yes,credit_card,0
38,82.5,3187.93,one_year,fiber,yes,yes,0,1,1,no,electronic_check,0
50,64.42,3279.36,two_year,none,yes,yes,0,0,1,no,credit_card,0
18,50.7,963.58,two_year,fiber,yes,yes,1,1,0,no,electronic_check,0
46,64.44,3053.47,month-to-month,dsl,no,no,0,1,1,yes,electronic_check,0
31,74.52,2355.43,month-to-month,fiber,no,no,1,1,0,no,electronic_check,0
67,76.5,5200.53,month-to-month,none,no,no,0,1,0,yes,mailed_check,0
11,107.57,1322.18,two_year,dsl,no,no,0,0,0,yes,mailed_check,1
10,56.62,613.93,month-to-month,fiber,no,no,1,0,1,no,electronic_check,1
33,68.53,2327.1,month-to-month,dsl,yes,yes,0,0,1,yes,electronic_check,0
36,78.52,2910.45,month-to-month,fiber,yes,no,0,0,0,yes,bank_transfer,1
49,69.53,3479.07,month-to-month,fiber,yes,yes,0,1,0,no,bank_transfer,0
29,59.99,1818.49,month-to-month,none,no,no,1,0,0,yes,electronic_check,0
65,39.01,2578.16,month-to-month,fiber,yes,no,0,1,0,yes,electronic_check,0
34,59.78,2108.17,month-to-month,dsl,no,yes,0,1,0,yes,bank_transfer,0
9,48.53,481.81,one_year,fiber,yes,yes,0,0,1,no,mailed_check,0
8,35.47,313.98,month-to-month,none,no,no,0,1,0,yes,mailed_check,1
70,54.09,3837.95,month-to-month,dsl,yes,yes,0,0,0,yes,mailed_check,0
9,49.06,479.23,month-to-month,dsl,no,yes,0,0,1,no,mailed_check,0
68,81.68,5643.82,month-to-month,fiber,yes,no,0,0,0,no,electronic_check,0
20,82.02,1716.09,month-to-month,fiber,no,yes,0,0,0,yes,bank_transfer,0
6,51.92,356.46,month-to-month,dsl,no,no,0,0,0,yes,credit_card,0
21,64.8,1432.06,month-to-month,dsl,yes,no,0,0,1,no,bank_transfer,0
44,32.84,1470.29,one_year,dsl,no,yes,0,0,0,yes,electronic_check,0
30,60.11,1872.67,month-to-month,fiber,no,yes,0,0,0,no,credit_card,1
56,77.98,4437.4,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,0
43,86.5,3826.05,month-to-month,fiber,no,no,0,1,1,no,credit_card,1
28,55.74,1612.08,month-to-month,fiber,no,no,0,0,0,no,mailed_check,1
45,91.04,4199.35,month-to-month,dsl,no,yes,0,0,0,yes,bank_transfer,1
69,39.69,2779.73,month-to-month,fiber,no,no,0,0,1,yes,mailed_check,0
29,45.05,1358.2,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,0
11,84.19,1012.13,month-to-month,fiber,yes,yes,0,0,0,yes,electronic_check,1
29,103.42,3068.19,two_year,fiber,yes,yes,0,0,0,yes,electronic_check,0
60,79.87,4888.18,month-to-month,fiber,yes,no,1,1,0,yes,electronic_check,0
15,69.19,1105.83,month-to-month,none,no,yes,0,1,1,yes,electronic_check,0
68,26.1,1805.02,month-to-month,dsl,yes,no,1,1,1,yes,mailed_check,0
42,29.55,1274.73,month-to-month,dsl,yes,yes,0,1,0,yes,credit_card,0
43,72.59,3182.73,one_year,fiber,no,no,0,0,0,no,electronic_check,0
22,62.84,1433.82,month-to-month,fiber,yes,no,0,0,0,yes,bank_transfer,0
66,47.88,3214.24,month-to-month,dsl,yes,yes,0,0,0,yes,electronic_check,1
2,71.31,209.61,two_year,none,no,yes,0,1,0,yes,bank_transfer,0
21,72.3,1604.14,month-to-month,fiber,no,no,0,1,1,yes,bank_transfer,1
30,88.89,2752.42,month-to-month,fiber,no,yes,0,0,0,yes,bank_transfer,0
34,72.73,2560.44,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,0
34,94.57,3317.96,two_year,dsl,no,no,0,0,0,yes,electronic_check,0
10,70.16,775.8,month-to-month,fiber,no,no,0,1,1,yes,electronic_check,0
16,67.69,1145.67,one_year,fiber,yes,no,0,1,0,yes,credit_card,0
6,91.29,643.27,month-to-month,none,yes,yes,1,0,1,yes,electronic_check,1
41,50.43,2130.09,one_year,fiber,yes,yes,1,0,0,no,bank_transfer,0
25,126.29,3282.17,month-to-month,dsl,no,no,1,0,0,yes,electronic_check,0
40,77.51,3186.14,month-to-month,dsl,yes,no,1,0,0,yes,mailed_check,0
42,77.62,3338.38,month-to-month,dsl,no,yes,0,1,1,yes,mailed_check,0
50,80.5,4107.51,month-to-month,none,no,no,0,1,0,no,electronic_check,1
39,107.54,4338.67,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,0
46,85.85,4055.58,one_year,none,yes,no,1,0,1,yes,electronic_check,0
42,37.9,1630.3,one_year,none,no,no,0,1,0,no,electronic_check,0
46,98.07,4613.5,two_year,dsl,no,yes,0,1,0,yes,mailed_check,0
44,63.18,2834.23,two_year,fiber,yes,no,0,1,0,yes,bank_transfer,0
22,72.14,1656.72,month-to-month,fiber,no,yes,1,0,0,no,electronic_check,0
17,44.41,802.13,one_year,dsl,yes,yes,0,0,1,no,electronic_check,1
56,80.52,4603.34,month-to-month,fiber,yes,no,1,0,0,no,electronic_check,0
24,56.97,1432.79,two_year,fiber,yes,no,1,0,0,no,bank_transfer,0
39,72.0,2864.03,month-to-month,none,yes,yes,0,0,0,yes,electronic_check,1
14,64.32,977.37,month-to-month,dsl,yes,no,0,0,1,yes,credit_card,0
31,108.5,3470.07,month-to-month,none,no,yes,0,0,0,yes,electronic_check,0
38,109.65,4254.71,one_year,none,no,yes,0,1,0,yes,electronic_check,0
45,70.93,3281.74,one_year,none,yes,no,0,0,1,no,electronic_check,0
37,71.28,2729.5,one_year,dsl,no,yes,0,1,1,yes,mailed_check,0
25,62.53,1629.08,month-to-month,dsl,no,no,0,0,0,yes,mailed_check,1
69,92.12,6461.46,month-to-month,fiber,yes,no,0,1,0,no,electronic_check,1
36,63.42,2356.27,two_year,dsl,yes,no,0,0,1,yes,credit_card,0
58,61.57,3649.82,one_year,dsl,yes,yes,0,1,0,yes,bank_transfer,0
53,89.57,4849.82,month-to-month,fiber,no,no,0,0,1,no,credit_card,0
40,59.23,2412.7,month-to-month,dsl,no,yes,0,0,0,yes,credit_card,1
63,69.24,4459.19,one_year,fiber,no,yes,0,1,0,no,mailed_check,0
9,38.37,391.88,one_year,none,yes,yes,1,0,0,yes,bank_transfer,0
66,84.08,5624.79,month-to-month,fiber,no,no,0,1,0,yes,mailed_check,0
61,108.82,6724.43,two_year,none,no,yes,0,1,0,yes,mailed_check,0
36,84.42,3132.06,two_year,fiber,yes,no,1,0,0,yes,bank_transfer,1
52,99.24,5254.2,month-to-month,fiber,yes,yes,0,0,1,yes,mailed_check,0
37,53.08,2020.54,month-to-month,dsl,yes,no,0,1,0,yes,mailed_check,0
19,74.73,1505.71,month-to-month,fiber,no,yes,1,1,0,yes,electronic_check,1
57,51.14,2960.33,one_year,fiber,no,yes,0,0,0,yes,credit_card,0
17,65.44,1163.31,month-to-month,none,yes,no,0,1,0,yes,electronic_check,1
22,85.44,1971.71,two_year,none,no,yes,0,1,0,yes,electronic_check,0
37,72.04,2729.83,month-to-month,dsl,no,no,1,1,0,yes,electronic_check,1
60,41.75,2547.97,month-to-month,dsl,no,no,0,1,0,yes,bank_transfer,1
27,43.7,1211.86,two_year,fiber,no,no,0,0,0,no,electronic_check,0
35,42.38,1523.54,two_year,fiber,no,no,0,0,0,no,credit_card,0
2,79.83,250.9,month-to-month,dsl,yes,yes,0,1,1,yes,mailed_check,0
8,111.28,1015.01,month-to-month,dsl,yes,no,0,1,0,yes,bank_transfer,0
4,97.25,470.92,month-to-month,dsl,no,no,1,0,0,yes,electronic_check,0
5,32.08,184.98,month-to-month,fiber,no,no,0,1,0,yes,mailed_check,1
62,98.42,6200.77,month-to-month,dsl,yes,no,0,0,0,no,bank_transfer,0
60,88.73,5422.49,month-to-month,fiber,no,no,0,0,1,yes,electronic_check,0
59,39.09,2348.57,month-to-month,dsl,yes,no,0,0,1,yes,electronic_check,0
4,63.94,313.15,one_year,fiber,yes,yes,0,0,1,yes,bank_transfer,0
5,91.91,556.93,one_year,fiber,no,yes,0,0,1,yes,bank_transfer,0
20,81.01,1725.55,one_year,dsl,yes,yes,0,0,1,yes,credit_card,0
40,43.82,1798.42,month-to-month,none,yes,yes,0,1,0,yes,mailed_check,0
24,82.21,2028.4,month-to-month,fiber,yes,no,0,1,0,no,electronic_check,0
35,27.25,982.11,month-to-month,none,no,yes,0,0,0,yes,credit_card,1
12,65.54,878.81,two_year,fiber,yes,yes,0,0,1,yes,credit_card,1
52,92.76,4892.4,month-to-month,fiber,yes,no,1,1,1,yes,mailed_check,1
22,70.37,1618.93,month-to-month,dsl,yes,no,1,0,1,no,electronic_check,0
4,60.02,297.38,month-to-month,fiber,yes,no,0,1,1,yes,electronic_check,1
53,87.79,4742.34,two_year,fiber,yes,no,0,0,1,yes,bank_transfer,0
65,89.5,5910.48,month-to-month,fiber,yes,yes,0,1,0,yes,electronic_check,0
1,96.2,214.33,month-to-month,dsl,yes,no,0,0,0,no,electronic_check,0
31,87.49,2801.16,two_year,dsl,no,yes,0,1,1,yes,electronic_check,0
59,91.63,5521.21,month-to-month,dsl,yes,yes,0,1,0,yes,bank_transfer,0
50,84.66,4315.67,month-to-month,dsl,yes,no,0,1,0,yes,mailed_check,0
61,75.31,4663.95,month-to-month,fiber,no,yes,0,1,0,yes,mailed_check,0
29,71.79,2144.09,two_year,none,yes,yes,0,1,0,no,bank_transfer,0
26,65.25,1738.04,one_year,dsl,yes,no,0,1,1,yes,bank_transfer,0
51,45.75,2381.52,month-to-month,dsl,no,no,0,0,1,yes,electronic_check,0
11,50.89,631.59,one_year,dsl,no,yes,0,1,0,yes,electronic_check,1
17,64.36,1164.38,one_year,dsl,no,yes,0,0,0,yes,electronic_check,0
43,74.83,3302.8,month-to-month,fiber,no,yes,0,0,0,yes,electronic_check,0
48,98.82,4834.02,month-to-month,dsl,no,no,0,0,0,yes,electronic_check,0
8,69.16,619.06,month-to-month,none,yes,yes,0,1,0,no,mailed_check,0
36,90.07,3350.33,one_year,none,yes,yes,0,0,0,yes,electronic_check,0
26,91.59,2509.73,month-to-month,fiber,no,no,0,1,0,yes,bank_transfer,0
36,65.37,2438.14,two_year,none,yes,no,0,1,0,yes,electronic_check,0
69,81.89,5745.49,month-to-month,fiber,no,no,1,1,0,yes,credit_card,0
5,65.13,391.24,one_year,none,yes,no,0,0,1,no,electronic_check,1
71,96.44,6947.73,month-to-month,dsl,yes,no,0,1,0,no,electronic_check,0
32,82.72,2717.29,one_year,none,no,yes,0,1,0,no,bank_transfer,0
55,46.19,2573.26,month-to-month,dsl,no,no,0,1,1,no,credit_card,0
30,73.23,2253.63,month-to-month,fiber,no,yes,1,1,0,yes,electronic_check,0
22,102.96,2369.11,month-to-month,none,yes,no,0,0,1,yes,bank_transfer,1
55,66.38,3713.4,month-to-month,fiber,yes,no,1,0,0,yes,bank_transfer,1
